,Unnamed: 0,DatasetID,Dataset,SpeciesName,AccSpeciesID,AccSpeciesName,ObservationID,ObsDataID,TraitID,TraitName,DataID,DataName,OriglName,OrigValueStr,OrigUnitStr,ValueKindName,Replicates,Reference,Comment,try_Snippet,Source,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank
29930,78013,443,The China Plant Trait Database,Philadelphus tenuifolius,41491,Philadelphus tenuifolius,2762126,25467027,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,marginal,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:marginal,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Philadelphus tenuifolius,Philadelphus tenuifolius,792329-1,792329-1,Species
30020,78723,443,The China Plant Trait Database,Synurus deltoides,52654,Synurus deltoides,2762136,25468117,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,marginal,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:marginal,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Synurus deltoides,Synurus deltoides,252041-1,252041-1,Species
30149,79782,443,The China Plant Trait Database,Astilbe chinensis,205522,Astilbe rubra,2762151,25469706,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,abaxial,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:abaxial,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Astilbe rubra,Astilbe rubra,790315-1,790315-1,Species
30185,80066,443,The China Plant Trait Database,Corylus heterophylla,14694,Corylus heterophylla,2762155,25470154,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,adaxial,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:adaxial,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Corylus heterophylla,Corylus heterophylla,295460-1,295460-1,Species
30198,80141,443,The China Plant Trait Database,Euonymus alatus,23252,Euonymus alatus,2762156,25470272,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2504,Stem spiny,Stem spines,yes,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Stem spiny:yes,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Euonymus alatus,Euonymus alatus,30148396-2,30148396-2,Species
30281,80844,443,The China Plant Trait Database,Philadelphus tenuifolius,41491,Philadelphus tenuifolius,2762166,25471344,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,marginal,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:marginal,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Philadelphus tenuifolius,Philadelphus tenuifolius,792329-1,792329-1,Species
30321,81132,443,The China Plant Trait Database,Rosa sp.,257867,Rosa,2762170,25471813,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2504,Stem spiny,Stem spines,yes,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Stem spiny:yes,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Rosa,,,30002432-2,Genus
30335,81270,443,The China Plant Trait Database,Rubus sp.,258004,Rubus,2762172,25472016,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,abaxial,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:abaxial,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Rubus,,,30000199-2,Genus
30339,81274,443,The China Plant Trait Database,Rubus sp.,258004,Rubus,2762172,25472026,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2504,Stem spiny,Stem spines,yes,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Stem spiny:yes,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Rubus,,,30000199-2,Genus
30500,82613,443,The China Plant Trait Database,Aralia elata,4403,Aralia elata,2762191,25474099,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,midrib/veins,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:midrib/veins,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Aralia elata,Aralia elata,89629-1,89629-1,Species
30504,82617,443,The China Plant Trait Database,Aralia elata,4403,Aralia elata,2762191,25474109,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2504,Stem spiny,Stem spines,yes,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Stem spiny:yes,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Aralia elata,Aralia elata,89629-1,89629-1,Species
30524,82823,443,The China Plant Trait Database,Astilbe chinensis,205522,Astilbe rubra,2762194,25474392,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,abaxial,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:abaxial,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Astilbe rubra,Astilbe rubra,790315-1,790315-1,Species
30593,83388,443,The China Plant Trait Database,Corylus heterophylla,14694,Corylus heterophylla,2762202,25475267,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,adaxial,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:adaxial,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Corylus heterophylla,Corylus heterophylla,295460-1,295460-1,Species
30621,83602,443,The China Plant Trait Database,Eleutherococcus senticosus,20151,Eleutherococcus senticosus,2762205,25475596,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2504,Stem spiny,Stem spines,yes,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Stem spiny:yes,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Eleutherococcus senticosus,Eleutherococcus senticosus,90431-1,90431-1,Species
30630,83673,443,The China Plant Trait Database,Euonymus alatus,23252,Euonymus alatus,2762206,25475704,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2504,Stem spiny,Stem spines,yes,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Stem spiny:yes,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Euonymus alatus,Euonymus alatus,30148396-2,30148396-2,Species
30752,84663,443,The China Plant Trait Database,Philadelphus tenuifolius,41491,Philadelphus tenuifolius,2762220,25477211,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,marginal,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:marginal,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Philadelphus tenuifolius,Philadelphus tenuifolius,792329-1,792329-1,Species
30806,85089,443,The China Plant Trait Database,Rubia cordifolia,46875,Rubia cordifolia,2762226,25477885,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,abaxial,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:abaxial,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Rubia cordifolia,Rubia cordifolia,765218-1,765218-1,Species
30810,85093,443,The China Plant Trait Database,Rubia cordifolia,46875,Rubia cordifolia,2762226,25477895,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2504,Stem spiny,Stem spines,yes,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Stem spiny:yes,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Rubia cordifolia,Rubia cordifolia,765218-1,765218-1,Species
30998,86645,443,The China Plant Trait Database,Corylus heterophylla,14694,Corylus heterophylla,2762249,25480351,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,adaxial,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:adaxial,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Corylus heterophylla,Corylus heterophylla,295460-1,295460-1,Species
31124,87639,443,The China Plant Trait Database,Pinus tabuliformis,42187,Pinus tabuliformis,2762263,25481871,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,terminal,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:terminal,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Pinus tabuliformis,Pinus tabuliformis,263356-1,263356-1,Species
31133,87710,443,The China Plant Trait Database,Platycodon grandiflorus,93702,Platycodon grandiflorus,2762264,25481975,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,marginal,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:marginal,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Platycodon grandiflorus,Platycodon grandiflorus,144523-1,144523-1,Species
31178,88065,443,The China Plant Trait Database,Rosa sp.,257867,Rosa,2762269,25482544,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,marginal,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:marginal,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Rosa,,,30002432-2,Genus
31182,88069,443,The China Plant Trait Database,Rosa sp.,257867,Rosa,2762269,25482554,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2504,Stem spiny,Stem spines,yes,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Stem spiny:yes,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Rosa,,,30002432-2,Genus
31214,88349,443,The China Plant Trait Database,Sonchus brachyotus,50917,Sonchus brachyotus,2762273,25482974,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,marginal,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:marginal,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Sonchus brachyotus,Sonchus brachyotus,250048-1,250048-1,Species
31961,94304,443,The China Plant Trait Database,Rhaponticum uniflorum,51648,Stemmacantha uniflora,2762357,25492218,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,marginal,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:marginal,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Leuzea uniflora,Leuzea uniflora,230317-1,230317-1,Species
32037,94876,443,The China Plant Trait Database,Caragana microphylla,10248,Caragana microphylla,2762365,25493122,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2504,Stem spiny,Stem spines,yes,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Stem spiny:yes,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Caragana microphylla,Caragana microphylla,483860-1,483860-1,Species
32075,95224,443,The China Plant Trait Database,Echinops gmelinii,82037,Echinops gmelinii,2762370,25493652,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,marginal,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:marginal,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Echinops gmelinii,Echinops gmelinii,202508-1,202508-1,Species
32547,98920,443,The China Plant Trait Database,Caragana microphylla,10248,Caragana microphylla,2762422,25499482,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2504,Stem spiny,Stem spines,yes,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Stem spiny:yes,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Caragana microphylla,Caragana microphylla,483860-1,483860-1,Species
32579,99200,443,The China Plant Trait Database,Echinops gmelinii,82037,Echinops gmelinii,2762426,25499914,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,marginal,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:marginal,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Echinops gmelinii,Echinops gmelinii,202508-1,202508-1,Species
33222,104245,443,The China Plant Trait Database,Caragana microphylla,10248,Caragana microphylla,2762498,25507885,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2504,Stem spiny,Stem spines,yes,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Stem spiny:yes,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Caragana microphylla,Caragana microphylla,483860-1,483860-1,Species
33384,105523,443,The China Plant Trait Database,Caragana microphylla,10248,Caragana microphylla,2762517,25509971,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2504,Stem spiny,Stem spines,yes,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Stem spiny:yes,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Caragana microphylla,Caragana microphylla,483860-1,483860-1,Species
33398,105661,443,The China Plant Trait Database,Cirsium setosum,13063,Cirsium setosum,2762519,25510169,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,marginal,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:marginal,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Cirsium arvense var. arvense,Cirsium arvense,195034-1,77231604-1,Variety
