,Accepted_Name,Wikipedia_PageViews
76,Allowoodsonia whitmorei,1.0914634146341464
77,Alstonia actinophylla,0.0
78,Alstonia angustifolia,29.191666666666666
79,Alstonia angustiloba,111.68333333333334
80,Alstonia annamensis,11.866666666666667
81,Alstonia balansae,0.0
82,Alstonia beatricis,10.85
83,Alstonia boonei,156.84444444444443
84,Alstonia boulindaensis,0.0
85,Alstonia breviloba,13.275
86,Alstonia congensis,32.145161290322584
87,Alstonia constricta,72.95
88,Alstonia coriacea,0.0
89,Alstonia costata,1.25
90,Alstonia curtisii,0.0
91,Alstonia deplanchei,0.0
92,Alstonia deplanchei var. deplanchei,0.0
93,Alstonia deplanchei var. ndokoaensis,0.0
94,Alstonia guanxiensis,0.0
95,Alstonia iwahigensis,32.0
96,Alstonia lanceolata,0.0
97,Alstonia lanceolifera,0.0
98,Alstonia legouixiae,0.0
99,Alstonia lenormandii,0.0
100,Alstonia lenormandii var. lenormandii,0.0
101,Alstonia lenormandii var. minutiflora,0.0
102,Alstonia longifolia,28.9
103,Alstonia macrophylla,111.29166666666667
104,Alstonia mairei,0.0
105,Alstonia muelleriana,0.0
106,Alstonia neriifolia,0.0
107,Alstonia odontophora,0.0
108,Alstonia parkinsonii,0.0
109,Alstonia parvifolia,0.0
110,Alstonia penangiana,11.916666666666666
111,Alstonia pneumatophora,33.333333333333336
112,Alstonia quaternata,0.0
113,Alstonia rostrata,0.0
114,Alstonia rubiginosa,14.425
115,Alstonia rupestris,9.275
116,Alstonia scholaris,1970.8875
117,Alstonia sebusi,0.0
118,Alstonia spatulata,24.333333333333332
119,Alstonia spectabilis,1.0677966101694916
120,Alstonia sphaerocapitata,0.0
121,Alstonia venenata,69.35
122,Alstonia vieillardii,0.0
123,Alstonia vietnamensis,0.0
124,Alstonia yunnanensis,0.0
125,Alyxia acuminata,0.0
126,Alyxia angustifolia,0.0
127,Alyxia angustissima,0.0
128,Alyxia annamensis,0.0
129,Alyxia arfakensis,0.0
130,Alyxia baillonii,0.0
131,Alyxia balansae,0.0
132,Alyxia bracteolosa,18.92156862745098
133,Alyxia buxifolia,56.833333333333336
134,Alyxia cacuminum,0.0
135,Alyxia caletioides,0.0
136,Alyxia celebica,0.0
137,Alyxia clusiophylla,0.0
138,Alyxia composita,0.0
139,Alyxia concatenata,0.0
140,Alyxia cylindrocarpa,0.0
141,Alyxia defoliata,0.0
142,Alyxia efatensis,0.0
143,Alyxia erythrosperma,0.0
144,Alyxia evansii,0.0
145,Alyxia fascicularis,0.0
146,Alyxia floribunda,0.0
147,Alyxia funingensis,0.0
148,Alyxia ganophylla,0.0
149,Alyxia glaucophylla,0.0
150,Alyxia globosa,0.0
151,Alyxia graciliflora,0.0
152,Alyxia gracilis,0.0
153,Alyxia grandis,0.0
154,Alyxia gynopogon,4.5
155,Alyxia hainanensis,0.0
156,Alyxia halmaheirae,0.0
157,Alyxia hurlimannii,0.0
158,Alyxia ilicifolia,0.0
159,Alyxia kaalaensis,0.0
160,Alyxia kabaenae,0.0
161,Alyxia kendarica,0.0
162,Alyxia kwalotabaa,0.0
163,Alyxia lackii,0.0
164,Alyxia lamii,0.0
165,Alyxia laurina,0.0
166,Alyxia leucogyne,0.0
167,Alyxia linearis,0.0
168,Alyxia loeseneriana,0.0
169,Alyxia longiloba,0.0
170,Alyxia luzoniensis,0.0
171,Alyxia magnifolia,0.0
172,Alyxia manusiana,0.0
173,Alyxia margaretae,0.0
174,Alyxia marginata,0.0
175,Alyxia markgrafii,0.0
176,Alyxia menglungensis,7.491666666666666
177,Alyxia microphylla,0.0
178,Alyxia minutiflora,0.0
179,Alyxia monticola,0.0
180,Alyxia mucronata,0.0
181,Alyxia muguma,0.0
182,Alyxia mujongensis,0.0
183,Alyxia multistriata,0.0
184,Alyxia nathoi,0.0
185,Alyxia oblongata,0.0
186,Alyxia obovatifolia,0.0
187,Alyxia oleifolia,0.0
188,Alyxia oppositifolia,0.0
189,Alyxia orophila,0.0
190,Alyxia oubatchensis,0.0
191,Alyxia palawanensis,0.0
192,Alyxia papuana,0.0
193,Alyxia parvifolia,0.0
194,Alyxia pilosa,0.0
195,Alyxia podocarpa,0.0
196,Alyxia poyaensis,0.0
197,Alyxia pseudosinensis,0.0
198,Alyxia pugio,0.0
199,Alyxia pullei,0.0
200,Alyxia punctata,0.0
201,Alyxia purpureoclada,0.0
202,Alyxia racemosa,0.0
203,Alyxia reinwardtii,0.0
204,Alyxia ridleyana,0.0
205,Alyxia rostrata,0.0
206,Alyxia royeniana,0.0
207,Alyxia rubricaulis,0.0
208,Alyxia ruscifolia,73.7
209,Alyxia sarasinii,0.0
210,Alyxia scabrida,0.0
211,Alyxia schlechteri,0.0
212,Alyxia semipallescens,0.0
213,Alyxia siamensis,0.0
214,Alyxia sinensis,7.477611940298507
215,Alyxia sleumeri,0.0
216,Alyxia sogerensis,0.0
217,Alyxia solomonensis,0.0
218,Alyxia spicata,22.3
219,Alyxia squamulosa,17.183333333333334
220,Alyxia stellata,260.35
221,Alyxia sulana,0.0
222,Alyxia tetanifolia,0.0
223,Alyxia tetraquetra,0.0
224,Alyxia thailandica,0.0
225,Alyxia tisserantii,4.4
226,Alyxia torquata,0.0
227,Alyxia tropica,0.0
228,Alyxia uniflora,0.0
229,Alyxia veillonii,0.0
230,Alyxia vera,0.0
231,Amalocalyx microlobus,4.05
232,Ambelania acida,5.913043478260869
233,Ambelania duckei,0.0
234,Ambelania occidentalis,0.0
235,Ampelamus laevis,13.840909090909092
236,Ampelamus ligulatus,0.0
237,Ampelamus volubilis,0.0
238,Amphineurion marginatum,4.408333333333333
239,Amsonia ciliata,80.70588235294117
240,Amsonia ciliata var. ciliata,0.0
241,Amsonia ciliata var. filifolia,0.0
242,Amsonia ciliata var. texana,0.0
243,Amsonia elliptica,0.0
244,Amsonia fugatei,0.0
245,Amsonia grandiflora,0.0
246,Amsonia hubrichtii,327.1333333333333
247,Amsonia jonesii,0.0
248,Amsonia kearneyana,39.95
249,Amsonia longiflora,0.0
250,Amsonia longiflora var. longiflora,0.0
251,Amsonia longiflora var. salpignantha,0.0
252,Amsonia ludoviciana,0.0
253,Amsonia orientalis,80.58333333333333
254,Amsonia palmeri,0.0
255,Amsonia peeblesii,0.0
256,Amsonia rigida,0.0
257,Amsonia tabernaemontana,124.69473684210526
258,Amsonia tabernaemontana var. illustris,0.0
259,Amsonia tabernaemontana var. repens,0.0
260,Amsonia tabernaemontana var. salicifolia,0.0
261,Amsonia tabernaemontana var. tabernaemontana,0.0
262,Amsonia tharpii,25.316666666666666
263,Amsonia tomentosa,63.13333333333333
264,Amsonia tomentosa var. stenophylla,0.0
265,Amsonia tomentosa var. tomentosa,0.0
266,Ancylobothrys amoena,0.0
267,Ancylobothrys capensis,46.2
268,Ancylobothrys petersiana,24.05
269,Ancylobothrys pumila,0.0
270,Ancylobothrys pyriformis,0.0
271,Ancylobothrys robusta,0.0
272,Ancylobothrys scandens,3.227272727272727
273,Ancylobothrys tayloris,0.0
274,Anechites nerium,5.433333333333334
275,Anemotrochus eggersii,0.0
276,Anemotrochus viridivenius,0.0
277,Anemotrochus yamanigueyensis,0.0
278,Angadenia berteroi,19.966666666666665
279,Angadenia lindeniana,0.0
280,Anisopus efulensis,0.0
281,Anisopus mannii,58.28846153846154
282,Anisotoma cordifolia,0.0
283,Anisotoma natalensis,0.0
284,Anisotoma pedunculata,0.0
285,Anodendron affine,0.0
286,Anodendron axillare,0.0
287,Anodendron benthamianum,0.0
288,Anodendron borneense,0.0
289,Anodendron candolleanum,0.0
290,Anodendron coriaceum,0.0
291,Anodendron gracile,0.0
292,Anodendron howii,0.0
293,Anodendron nervosum,0.0
294,Anodendron oblongifolium,0.0
295,Anodendron parviflorum,0.0
296,Anodendron pauciflorum,0.0
297,Anodendron punctatum,0.0
298,Anodendron seramense,0.0
299,Anodendron tubulosum,0.0
300,Anodendron whitmorei,0.0
301,Anodendron wrayi,0.0
302,Apocynum androsaemifolium,167.77777777777777
303,Apocynum androsaemifolium subsp. androsaemifolium,0.0
304,Apocynum androsaemifolium var. griseum,0.0
305,Apocynum androsaemifolium var. incanum,0.0
306,Apocynum androsaemifolium var. intermedium,0.0
307,Apocynum androsaemifolium subsp. pumilum,0.0
308,Apocynum androsaemifolium var. tomentellum,0.0
309,Apocynum androsaemifolium var. woodsonii,0.0
310,Apocynum cannabinum,1269.2745098039215
311,Apocynum × floribundum,37.233333333333334
312,Apocynum pictum,0.0
313,Apocynum venetum,200.41558441558442
314,Apocynum venetum subsp. armenum,0.0
315,Apocynum venetum subsp. basikurumon,0.0
316,Apocynum venetum subsp. lancifolium,0.0
317,Apocynum venetum subsp. russanovii,0.0
318,Apocynum venetum subsp. sarmatiense,0.0
319,Apocynum venetum subsp. scabrum,0.0
320,Apocynum venetum subsp. tauricum,0.0
321,Apocynum venetum subsp. venetum,0.0
322,Apteranthes burchardii,15.333333333333334
323,Apteranthes burchardii subsp. burchardii,0.0
324,Apteranthes burchardii subsp. maura,0.0
325,Apteranthes europaea,0.0
326,Apteranthes europaea subsp. europaea,0.0
327,Apteranthes europaea var. judaica,0.0
328,Apteranthes europaea subsp. maroccana,0.0
329,Apteranthes faucicola,0.0
330,Apteranthes joannis,0.0
331,Apteranthes munbyana,0.0
332,Apteranthes staintonii,0.0
333,Apteranthes tuberculata,0.0
334,Araujia angustifolia,9.25
335,Araujia brachystephana,0.0
336,Araujia hassleriana,0.0
337,Araujia herzogii,0.0
338,Araujia megapotamica,0.0
339,Araujia odorata,0.0
340,Araujia plumosa,0.0
341,Araujia scalae,0.0
342,Araujia sericifera,521.2570621468926
343,Araujia stormiana,0.0
344,Araujia stuckertiana,0.0
345,Araujia stuckertiana subsp. grandiflora,0.0
346,Araujia stuckertiana subsp. stuckertiana,0.0
347,Araujia subhastata,0.0
348,Araujia variegata,0.0
349,Artia amieuensis,0.0
350,Artia balansae,0.0
351,Artia brachycarpa,0.0
352,Artia brachycarpa var. brachycarpa,0.0
353,Artia brachycarpa var. coriacea,0.0
354,Artia brachycarpa var. lanceolata,0.0
355,Artia francii,0.0
356,Artia lifuana,0.0
357,Asclepias adscendens,0.0
358,Asclepias × aequicornu,0.0
359,Asclepias albens,0.0
360,Asclepias albicans,46.766666666666666
361,Asclepias alpestris,0.0
362,Asclepias amabilis,0.0
363,Asclepias ameliae,0.0
364,Asclepias amplexicaulis,105.61475409836065
365,Asclepias angustifolia,31.155844155844157
366,Asclepias apocynifolia,0.0
367,Asclepias arenaria,0.0
368,Asclepias asperula,190.93333333333334
369,Asclepias asperula subsp. asperula,0.0
370,Asclepias asperula subsp. capricornu,0.0
371,Asclepias atroviolacea,0.0
372,Asclepias aurea,0.0
373,Asclepias auriculata,0.0
374,Asclepias barjoniifolia,0.0
375,Asclepias bartlettiana,0.0
376,Asclepias baumii,0.0
377,Asclepias bicuspis,0.0
378,Asclepias bifida,0.0
379,Asclepias boliviensis,0.0
380,Asclepias brachystephana,0.0
381,Asclepias bracteolata,0.0
382,Asclepias breviantherae,0.0
383,Asclepias breviantherae subsp. breviantherae,0.0
384,Asclepias breviantherae subsp. minor,0.0
385,Asclepias brevicuspis,0.0
386,Asclepias brevipes,0.0
387,Asclepias × bridgesii,0.0
388,Asclepias buchwaldii,0.0
389,Asclepias californica,137.43801652892563
390,Asclepias californica subsp. californica,0.0
391,Asclepias californica subsp. greenei,0.0
392,Asclepias candida,0.0
393,Asclepias cinerea,0.0
394,Asclepias circinalis,0.0
395,Asclepias compressidens,0.0
396,Asclepias concinna,0.0
397,Asclepias connivens,41.5625
398,Asclepias constricta,0.0
399,Asclepias conzattii,0.0
400,Asclepias cooperi,0.0
401,Asclepias cordifolia,99.79338842975207
402,Asclepias coulteri,0.0
403,Asclepias crassicoronata,0.0
404,Asclepias crassinervis,0.0
405,Asclepias crispa,0.0
406,Asclepias crocea,0.0
407,Asclepias cryptoceras,44.55833333333333
408,Asclepias cryptoceras subsp. cryptoceras,0.0
409,Asclepias cryptoceras subsp. davisii,0.0
410,Asclepias cucullata,0.0
411,Asclepias cucullata subsp. cucullata,0.0
412,Asclepias cucullata subsp. scabrifolia,0.0
413,Asclepias cultriformis,0.0
414,Asclepias curassavica,1300.612582781457
415,Asclepias curtissii,62.11666666666667
416,Asclepias cutleri,0.0
417,Asclepias densiflora,0.0
418,Asclepias dependens,0.0
419,Asclepias depressa,0.0
420,Asclepias dinteri,0.0
421,Asclepias disparilis,0.0
422,Asclepias dissona,0.0
423,Asclepias eastwoodiana,0.0
424,Asclepias edentata,0.0
425,Asclepias elata,0.2962962962962963
426,Asclepias elegantula,0.0
427,Asclepias eminens,0.0
428,Asclepias emoryi,0.0
429,Asclepias engelmanniana,0.0
430,Asclepias eriocarpa,153.30578512396696
431,Asclepias erosa,64.48333333333333
432,Asclepias euphorbiifolia,0.0
433,Asclepias exaltata,222.36065573770492
434,Asclepias expansa,0.0
435,Asclepias fallax,0.0
436,Asclepias fascicularis,228.6611570247934
437,Asclepias feayi,36.2
438,Asclepias fimbriata,0.0
439,Asclepias flanaganii,0.0
440,Asclepias flexuosa,0.0
441,Asclepias foliosa,0.0
442,Asclepias fournieri,0.0
443,Asclepias fulva,0.0
444,Asclepias galeottii,0.0
445,Asclepias gentryi,0.0
446,Asclepias gibba,0.0
447,Asclepias gibba var. gibba,0.0
448,Asclepias gibba var. media,0.0
449,Asclepias glaucescens,23.716666666666665
450,Asclepias gordon-grayae,0.0
451,Asclepias graminifolia,0.0
452,Asclepias grandirandii,0.0
453,Asclepias hallii,0.0
454,Asclepias hirtella,69.36
455,Asclepias humilis,0.0
456,Asclepias humistrata,81.78512396694215
457,Asclepias hypoleuca,0.0
458,Asclepias inaequalis,0.0
459,Asclepias incarnata,462.6666666666667
460,Asclepias incarnata subsp. incarnata,0.0
461,Asclepias incarnata subsp. pulchra,0.0
462,Asclepias involucrata,33.483333333333334
463,Asclepias jaliscana,0.0
464,Asclepias jorgeana,0.0
465,Asclepias kamerunensis,1.3725490196078431
466,Asclepias × kansana,0.0
467,Asclepias labriformis,0.0
468,Asclepias lanceolata,201.5735294117647
469,Asclepias langsdorffii,0.0
470,Asclepias lanuginosa,26.29268292682927
471,Asclepias latifolia,0.0
472,Asclepias lemmonii,0.0
473,Asclepias leptopus,0.0
474,Asclepias linaria,126.89166666666667
475,Asclepias linearis,0.0
476,Asclepias longifolia,13.850574712643677
477,Asclepias longirostra,0.0
478,Asclepias longissima,0.0
479,Asclepias lynchiana,0.0
480,Asclepias macropus,0.0
481,Asclepias macrotis,0.0
482,Asclepias masonii,0.0
483,Asclepias mcvaughii,0.0
484,Asclepias meadii,137.9
485,Asclepias melantha,0.0
486,Asclepias meliodora,0.0
487,Asclepias mellodora,0.0
488,Asclepias mexicana,1.9692307692307693
489,Asclepias meyeriana,0.0
490,Asclepias michauxii,0.0
491,Asclepias minor,0.0
492,Asclepias minutiflora,0.0
493,Asclepias mirifica,0.0
494,Asclepias montevaga,0.0
495,Asclepias monticola,0.0
496,Asclepias mtorwiensis,0.0
497,Asclepias nana,0.0
498,Asclepias navicularis,0.0
499,Asclepias nivea,73.04918032786885
500,Asclepias nivea var. intermedia,0.0
501,Asclepias nivea var. nivea,0.0
502,Asclepias nummularia,0.0
503,Asclepias nummularioides,0.0
504,Asclepias nuttii,0.0
505,Asclepias nyctaginifolia,27.241666666666667
506,Asclepias obovata,0.0
507,Asclepias occidentalis,0.0
508,Asclepias oenotheroides,67.33333333333333
509,Asclepias oreophila,0.0
510,Asclepias otarioides,0.0
511,Asclepias ovalifolia,0.0
512,Asclepias ovata,0.0
513,Asclepias palustris,0.0
514,Asclepias patens,0.0
515,Asclepias pedicellata,31.272727272727273
516,Asclepias pellucida,0.0
517,Asclepias peltigera,0.0
518,Asclepias perennis,102.25
519,Asclepias pilgeriana,0.0
520,Asclepias praemorsa,0.0
521,Asclepias pratensis,0.0
522,Asclepias pringlei,0.0
523,Asclepias prostrata,0.0
524,Asclepias pseudoamabilis,0.0
525,Asclepias pseudofimbriata,0.0
526,Asclepias pseudorubricaulis,0.0
527,Asclepias puberula,0.0
528,Asclepias pumila,0.0
529,Asclepias purpurascens,202.2479338842975
530,Asclepias pygmaea,0.0
531,Asclepias quadrifolia,128.0
532,Asclepias quinquedentata,0.0
533,Asclepias randii,0.0
534,Asclepias rara,0.0
535,Asclepias rubra,1.0
536,Asclepias rusbyi,0.0
537,Asclepias ruthiae,0.0
538,Asclepias sanjuanensis,0.0
539,Asclepias scaposa,0.0
540,Asclepias scheryi,0.0
541,Asclepias schlechteri,0.0
542,Asclepias schumanniana,0.0
543,Asclepias senecionifolia,0.0
544,Asclepias shabaensis,0.0
545,Asclepias similis,0.0
546,Asclepias solanoana,48.416666666666664
547,Asclepias solstitialis,0.0
548,Asclepias speciosa,370.1818181818182
549,Asclepias sperryi,0.0
550,Asclepias sphacelata,0.0
551,Asclepias standleyi,0.0
552,Asclepias stathmostelmoides,0.0
553,Asclepias stellifera,0.0
554,Asclepias stenophylla,30.625
555,Asclepias subaphylla,0.0
556,Asclepias subulata,99.76666666666667
557,Asclepias subverticillata,43.825
558,Asclepias subviridis,0.0
559,Asclepias sullivantii,82.19166666666666
560,Asclepias syriaca,1743.3867403314916
561,Asclepias tanganyikensis,0.0
562,Asclepias texana,77.47916666666667
563,Asclepias tomentosa,20.97222222222222
564,Asclepias tuberosa,1576.5228215767636
565,Asclepias tuberosa subsp. interior,0.0
566,Asclepias tuberosa subsp. rolfsii,0.0
567,Asclepias tuberosa subsp. tuberosa,0.0
568,Asclepias ulophylla,0.0
569,Asclepias uncialis,30.92105263157895
570,Asclepias variegata,125.17857142857143
571,Asclepias velutina,0.0
572,Asclepias verticillata,165.74380165289256
573,Asclepias vestita,58.85
574,Asclepias vestita subsp. parishii,0.0
575,Asclepias vestita subsp. vestita,0.0
576,Asclepias vicaria,0.0
577,Asclepias vinosa,0.0
578,Asclepias viridiflora,126.21666666666667
579,Asclepias viridis,216.85245901639345
580,Asclepias viridula,10.833333333333334
581,Asclepias virletii,0.0
582,Asclepias welshii,95.71666666666667
583,Asclepias woodii,0.0
584,Asclepias woodsoniana,0.0
585,Asclepias zanthodacryon,0.0
586,Asketanthera calycosa,0.0
587,Asketanthera dolichopetala,0.0
588,Asketanthera longiflora,0.0
589,Asketanthera picardae,0.0
590,Aspidoglossum albocoronatum,0.0
591,Aspidoglossum angustissimum,0.0
592,Aspidoglossum angustissimum subsp. angustissimum,0.0
593,Aspidoglossum araneiferum,0.0
594,Aspidoglossum biflorum,0.0
595,Aspidoglossum breve,0.0
596,Aspidoglossum carinatum,0.0
597,Aspidoglossum connatum,0.0
598,Aspidoglossum crebrum,0.0
599,Aspidoglossum delagoense,0.0
600,Aspidoglossum demissum,0.0
601,Aspidoglossum difficile,0.0
602,Aspidoglossum dissimile,0.0
603,Aspidoglossum elliotii,0.0
604,Aspidoglossum erubescens,0.0
605,Aspidoglossum eylesii,0.0
606,Aspidoglossum fasciculare,0.0
607,Aspidoglossum flanaganii,0.0
608,Aspidoglossum glabellum,0.0
609,Aspidoglossum glabrescens,0.0
610,Aspidoglossum glanduliferum,0.0
611,Aspidoglossum gracile,0.0
612,Aspidoglossum grandiflorum,0.0
613,Aspidoglossum heterophyllum,0.0
614,Aspidoglossum hirundo,0.0
615,Aspidoglossum interruptum,0.0
616,Aspidoglossum lamellatum,0.0
617,Aspidoglossum lanatum,0.0
618,Aspidoglossum masaicum,0.0
619,Aspidoglossum nyasae,0.0
620,Aspidoglossum ovalifolium,0.0
621,Aspidoglossum restioides,0.0
622,Aspidoglossum rhodesicum,0.0
623,Aspidoglossum uncinatum,0.0
624,Aspidoglossum validum,0.0
625,Aspidoglossum virgatum,0.0
626,Aspidoglossum woodii,0.0
627,Aspidoglossum xanthosphaerum,0.0
628,Aspidonepsis cognata,0.0
629,Aspidonepsis diploglossa,0.0
630,Aspidonepsis flava,0.0
631,Aspidonepsis reenensis,0.0
632,Aspidonepsis shebae,0.0
633,Aspidosperma album,0.0
634,Aspidosperma araracanga,0.0
635,Aspidosperma auriculatum,0.0
636,Aspidosperma australe,31.094017094017094
637,Aspidosperma brasiliense,0.0
638,Aspidosperma camporum,0.0
639,Aspidosperma capitatum,0.0
640,Aspidosperma carapanauba,25.0
641,Aspidosperma castroanum,0.0
642,Aspidosperma centrale,0.0
643,Aspidosperma confertiflorum,0.0
644,Aspidosperma crypticum,0.0
645,Aspidosperma cuspa,0.0
646,Aspidosperma cylindrocarpon,45.22598870056497
647,Aspidosperma darienense,20.366666666666667
648,Aspidosperma decussatum,0.0
649,Aspidosperma desmanthum,2.65
650,Aspidosperma discolor,21.85
651,Aspidosperma dispermum,0.0
652,Aspidosperma duckei,0.7627118644067796
653,Aspidosperma eburneum,0.0
654,Aspidosperma ellipsocarpum,0.0
655,Aspidosperma eteanum,0.5526315789473685
656,Aspidosperma excelsum,34.766666666666666
657,Aspidosperma fendleri,0.0
658,Aspidosperma flaviflorum,0.0
659,Aspidosperma formosanum,0.0
660,Aspidosperma gehrtii,0.0
661,Aspidosperma gilbertii,0.0
662,Aspidosperma glaucum,0.0
663,Aspidosperma helstonei,0.0
664,Aspidosperma heringeri,0.0
665,Aspidosperma huberianum,0.0
666,Aspidosperma illustre,0.0
667,Aspidosperma inundatum,0.0
668,Aspidosperma leucocymosum,0.48717948717948717
669,Aspidosperma limae,8.930232558139535
670,Aspidosperma macrocarpon,77.6
671,Aspidosperma macrophyllum,0.0
672,Aspidosperma macrophyllum subsp. macrophyllum,0.0
673,Aspidosperma macrophyllum subsp. morii,0.0
674,Aspidosperma megalocarpon,60.80555555555556
675,Aspidosperma megalocarpon subsp. curranii,0.0
676,Aspidosperma megalocarpon subsp. megalocarpon,0.0
677,Aspidosperma megaphyllum,0.0
678,Aspidosperma multiflorum,0.0
679,Aspidosperma myristicifolium,0.0
680,Aspidosperma nanum,0.0
681,Aspidosperma neblinae,0.0
682,Aspidosperma nemorale,0.0
683,Aspidosperma nigricans,0.0
684,Aspidosperma nobile,0.0
685,Aspidosperma oblongum,0.0
686,Aspidosperma obscurinervium,0.48936170212765956
687,Aspidosperma olivaceum,22.333333333333332
688,Aspidosperma pachypterum,0.0
689,Aspidosperma parvifolium,34.50833333333333
690,Aspidosperma pichonianum,0.0
691,Aspidosperma polyneuron,181.8375
692,Aspidosperma pyricollum,15.766666666666667
693,Aspidosperma pyrifolium,6.383333333333334
694,Aspidosperma quebracho-blanco,377.94666666666666
695,Aspidosperma quirandy,0.0
696,Aspidosperma ramiflorum,15.783333333333333
697,Aspidosperma reductum,0.0
698,Aspidosperma resonans,0.0
699,Aspidosperma riedelii,0.0
700,Aspidosperma riedelii subsp. oliganthum,0.0
701,Aspidosperma riedelii subsp. riedelii,0.0
702,Aspidosperma rigidum,0.0
703,Aspidosperma rizzoanum,0.0
704,Aspidosperma salgadense,0.0
705,Aspidosperma sandwithianum,0.0
706,Aspidosperma schultesii,0.0
707,Aspidosperma spruceanum,81.23333333333333
708,Aspidosperma steinbachii,0.2727272727272727
709,Aspidosperma steyermarkii,0.0
710,Aspidosperma subincanum,33.416666666666664
711,Aspidosperma tambopatense,0.0
712,Aspidosperma thomasii,0.0
713,Aspidosperma tomentosum,39.68333333333333
714,Aspidosperma triternatum,30.95
715,Aspidosperma ulei,18.75
716,Aspidosperma williamii,0.0
717,Astephanus triflorus,0.0
718,Astephanus zeyheri,0.0
719,Asterostemma repandum,0.7833333333333333
720,Atherandra acutifolia,0.0
721,Atrostemma costanense,0.0
722,Atrostemma manarae,0.0
723,Atrostemma planiflorum,0.0
724,Atrostemma xerophilum,0.0
725,Australluma peschii,9.85
726,Australluma ubomboensis,0.0
727,Baharuia gracilis,0.8362068965517241
728,Bahiella blanchetii,0.0
729,Bahiella infundibuliflora,0.0
730,Baissea axillaris,16.783333333333335
731,Baissea baillonii,0.0
732,Baissea campanulata,0.0
733,Baissea floribunda,0.0
734,Baissea gracillima,0.0
735,Baissea lane-poolei,0.0
736,Baissea leonensis,0.0
737,Baissea leontonori,0.0
738,Baissea longipetiolata,0.0
739,Baissea major,0.0
740,Baissea multiflora,17.0
741,Baissea myrtifolia,0.0
742,Baissea ochrantha,4.176470588235294
743,Baissea subrufa,0.0
744,Baissea viridiflora,0.0
745,Baissea welwitschii,0.0
746,Baissea wulfhorstii,0.0
747,Baissea zygodioides,0.0
748,Ballyanthus major,0.0
749,Ballyanthus prognathus,0.0
750,Barjonia chlorifolia,0.0
751,Barjonia cymosa,0.0
752,Barjonia erecta,0.0
753,Barjonia furlanii,0.0
754,Barjonia glazioui,0.0
755,Barjonia grazielae,0.0
756,Barjonia laxa,0.0
757,Baroniella acuminata,0.0
758,Baroniella camptocarpoides,0.0
759,Baroniella capillacea,0.0
760,Baroniella collaris,0.0
761,Baroniella effusa,0.0
762,Baroniella ensifolia,0.0
763,Baroniella linearifolia,0.0
764,Baroniella linearis,0.0
765,Baroniella longicornis,0.0
766,Baroniella multiflora,0.0
767,Baseonema gregorii,0.0
