,Accepted_ID,mean_air_temp,temp_seasonality,bio10,bio11,precip_amount,precip_seasonality,bio16,bio17,breakline_elevation,elevation,slope,soil_nitrogen,soil_ph,soil_soc,soil_depth,soil_ocs,water_capacity,latitude,longitude,koppen_geiger_mode,koppen_geiger_all,fullname,Accepted_Name,Accepted_Rank,Accepted_Species,Accepted_Species_ID
10,100131-1,18.1679992675781,327.5735015869145,22.03250026702885,13.9426250457764,1828.9052734375,21.138375282287598,578.411376953125,345.0404968261715,665.102478027344,656.6687316894535,1.23604381084442,2715.61108398438,51.5625,365.377777099609,1195.875,72.5,25.6875,-27.163330000000002,-52.224307499999995,14,"[15, 14, 12, 3, 0, 7]",Oxypetalum pannosum,Oxypetalum pannosum,Species,Oxypetalum pannosum,100131-1
11,1001399-1,16.15799951553345,232.265251159668,18.47212505340575,12.6821250915527,1647.3672485351549,97.97674942016599,996.634613037107,18.53737545013425,1534.919677734375,1675.0400390625,3.63608801364899,2311.59375,56.7395820617676,287.61457824707054,5357.375,58.4375,20.125,-20.1728755,46.7748235,12,[12],Ceropegia striata,Ceropegia striata,Species,Ceropegia striata,1001399-1
12,1001478-1,23.1892509460449,235.542755126953,26.3040008544922,20.2399997711182,1210.02746582031,114.864753723145,806.975219726562,2.50574994087219,855.454284667969,802.767517089844,2.0160346031189,1021.9375,59.8541679382324,125.895835876465,5447.0,37.375,15.5,-11.73,32.08,3,[3],Fadogia luangwae,Fadogia luangwae,Species,Fadogia luangwae,1001478-1
13,1001481-1,18.6277503967285,237.599746704102,20.9400005340576,15.0939998626709,2027.89721679688,83.9047470092773,1103.51745605469,113.389503479004,1141.37390136719,1172.15002441406,7.0091028213501,1362.40002441406,57.2000007629395,180.244445800781,5235.5,41.9333343505859,18.3125,-15.9,35.73,11,"[12, 11]",Pyrostria chapmanii,Pyrostria chapmanii,Species,Pyrostria chapmanii,1001481-1
14,100178-1,20.0142498016357,309.547760009766,24.2862491607666,15.487250328064,1702.44750976562,19.224250793457,517.199279785156,302.948486328125,38.7950134277344,35.6624984741211,0.663234651088715,2965.9166259765598,51.9555568695068,477.111114501953,2060.0,63.375,22.65625,-28.713889,-50.0,14,"[14, 1, 3, 2, 0, 15]",Oxypetalum tomentosum,Oxypetalum tomentosum,Species,Oxypetalum tomentosum,100178-1
15,100191-1,19.5022506713867,272.326995849609,22.6149997711182,15.7982501983643,1759.79699707031,31.6774997711182,637.383728027344,279.712493896484,647.047119140625,732.530029296875,1.92015099525452,2751.25341796875,50.8222236633301,375.40554809570347,1338.25,62.5625,24.0,-25.117417,-49.114528,14,"[11, 14, 3, 15, 12, 2]",Oxypetalum wightianum,Oxypetalum wightianum,Species,Oxypetalum wightianum,100191-1
16,1001968-1,14.4757499694824,174.05924987793,16.0662498474121,11.7792501449585,2491.95043945312,82.5037536621094,1249.7626953125,76.6184997558594,2222.69799804688,2192.08740234375,5.31468152999878,2285.22924804688,53.0416679382324,316.844451904297,7532.5,77.75,32.75,-9.01,33.73,12,[12],Pachycarpus grantii subsp. marroninus,Pachycarpus grantii subsp. marroninus,Subspecies,Pachycarpus grantii,100235-1
17,1001969-1,16.0707492828369,175.148742675781,17.7255001068115,13.4087495803833,1274.63024902344,104.975997924805,756.646484375,8.14150047302246,1823.98059082031,1864.88500976562,1.27802383899689,1371.54162597656,54.0833320617676,193.1875,8070.5,51.875,19.5625,-8.57,35.16666,12,"[12, 11]",Pachycarpus firmus,Pachycarpus firmus,Species,Pachycarpus firmus,1001969-1
18,100197-1,27.840374946594203,208.328002929688,30.8992500305176,25.21562480926515,935.0382385253905,102.943252563477,526.776123046875,2.792375087738035,252.542938232422,230.837493896484,0.447651594877243,1266.40002441406,62.7083320617676,129.755554199219,12169.125,31.6875,17.875,10.8959025,-0.15,3,"[3, 6, 4, 2]",Oxystelma bornouense,Oxystelma bornouense,Species,Oxystelma bornouense,100197-1
19,1001970-1,18.7577495574951,113.744247436523,20.205249786377,17.1840000152588,1077.96154785156,103.163749694824,658.743530273438,3.31500005722046,1498.26586914062,1667.39001464844,5.30769729614258,1384.54162597656,55.6041641235352,167.02082824707,7258.5,47.875,19.8125,-7.905219,31.700329,12,[12],Pachycarpus pachyglossus,Pachycarpus pachyglossus,Species,Pachycarpus pachyglossus,1001970-1
20,1001972-1,16.3317503929138,327.57099914550747,19.99912452697755,11.719875335693349,927.8907470703125,74.59225082397461,454.84211730957054,39.56237411499025,1219.1177368164049,1216.1337280273451,3.2835948467254648,1602.03125,55.5625,211.78125,2080.25,50.625,20.75,-26.105112,30.75,12,"[12, 11]",Pachycarpus grandiflorus subsp. tomentosus,Pachycarpus grandiflorus subsp. tomentosus,Subspecies,Pachycarpus grandiflorus,100234-1
21,100216-1,18.2402496337891,294.177764892578,21.6590003967285,14.3264999389648,884.981750488281,63.2907485961914,390.028747558594,56.3637504577637,592.963989257812,729.450012207031,2.77519202232361,1683.16662597656,58.8333320617676,230.91667175293,2080.25,52.1875,21.3125,-27.822569,31.375,14,"[14, 15, 11, 12, 6]",Pachycarpus appendiculatus,Pachycarpus appendiculatus,Species,Pachycarpus appendiculatus,100216-1
22,100217-1,18.2875003814697,318.276000976562,21.8717498779297,13.7030000686646,907.5,74.4357528686523,428.136260986328,38.4387512207031,803.819946289062,857.482482910156,2.85605931282043,1679.86669921875,57.8666648864746,216.75,1771.25,49.625,20.8125,-25.875,30.625,11,"[14, 11, 12]",Pachycarpus asperifolius,Pachycarpus asperifolius,Species,Pachycarpus asperifolius,100217-1
23,100220-1,17.9974994659424,275.242492675781,21.226749420166,14.2159996032715,885.804748535156,57.3704986572266,373.394989013672,47.9457511901855,896.138488769531,736.125,2.85605931282043,1773.70837402344,61.5714263916016,228.95832824707,1704.75,48.375,21.3125,-29.42181,30.593324,15,"[14, 11, 12, 0, 7, 15, 3, 6]",Pachycarpus concolor,Pachycarpus concolor,Species,Pachycarpus concolor,100220-1
24,100224-1,16.6634998321533,314.407989501953,20.4337501525879,12.566499710083,636.677490234375,34.4539985656738,226.992004394531,76.9002532958984,688.858703613281,707.784973144531,3.76639270782471,1907.38891601562,64.4583358764648,237.89582824707,1870.0,48.3125,18.75,-33.125,26.625,7,"[7, 12, 6, 15, 0, 11, 14]",Pachycarpus dealbatus,Pachycarpus dealbatus,Species,Pachycarpus dealbatus,100224-1
25,100229-1,15.7237501144409,315.410736083984,19.3194999694824,11.2495002746582,1011.65972900391,74.2417526245117,502.425506591797,43.0825004577637,1141.53466796875,1272.47998046875,6.10082912445068,1867.25,54.2708320617676,242.54167175293,1497.75,56.75,22.5625,-25.862778,31.08639,12,"[12, 11]",Pachycarpus galpinii,Pachycarpus galpinii,Species,Pachycarpus galpinii,100229-1
26,100234-1,17.6727504730225,256.24649810791,21.0512504577637,14.3457498550415,987.501739501955,44.601375579834,401.3097534179685,102.35587692260759,338.491683959961,331.397491455078,2.17682766914368,2008.54760742188,58.5284729003906,277.820526123047,1905.0,47.1428565979004,20.5,-31.041013,29.9861625,14,"[14, 12, 7, 15, 9]",Pachycarpus grandiflorus,Pachycarpus grandiflorus,Species,Pachycarpus grandiflorus,100234-1
27,100241-1,23.5397491455078,130.995742797852,25.0642509460449,21.8407497406006,1247.74145507812,78.1887512207031,666.399780273438,21.1832504272461,710.58447265625,697.662475585938,0.874222278594971,1384.54162597656,55.6041641235352,192.14582824707,8125.5,41.0625,19.0625,5.316667,13.566667,3,"[3, 12, 11, 7, 1, 2, 9, 15, 6]",Pachycarpus lineolatus,Pachycarpus lineolatus,Species,Pachycarpus lineolatus,100241-1
28,1002454-1,21.0731248855591,327.257507324219,24.5522499084473,16.78837490081785,604.081878662109,81.49825286865234,318.563262939453,17.5550003051758,943.639892578125,944.4562377929685,0.8409677743911745,1067.32287597656,64.7916641235352,120.90625,1943.625,33.53125,15.6875,-24.3171975,30.0018995,6,"[12, 11, 6, 14, 4, 3, 7, 0, 15]",Elaeodendron transvaalense,Elaeodendron transvaalense,Species,Elaeodendron transvaalense,1002454-1
29,100247-1,16.3611249923706,309.5562438964845,20.02737522125245,11.9107503890991,889.802490234375,60.5733757019043,383.144989013672,56.764623641967745,1064.1579284667969,1110.58251953125,3.3266419172287,1865.84375,57.8854160308838,253.63542175293,1618.125,59.375,22.78125,-29.625,30.2732405,12,"[14, 12, 15, 11]",Pachycarpus natalensis,Pachycarpus natalensis,Species,Pachycarpus natalensis,100247-1
30,100249-1,13.3277497291565,362.310745239258,17.52300071716305,8.30212497711182,913.448486328125,71.70750045776364,419.909240722656,45.64237594604495,1536.7742309570299,1570.3099975585951,3.87155294418335,2057.94793701172,58.214582443237305,246.4375,1954.5,58.28125,22.6875,-29.627499999999998,29.55893,12,[12],Pachycarpus plicatus,Pachycarpus plicatus,Species,Pachycarpus plicatus,100249-1
31,100250-1,15.5317497253418,309.477996826172,19.960750579834,10.6829996109009,734.655517578125,50.6910018920898,292.786743164062,63.9542503356934,1099.50695800781,1155.48999023438,3.12582802772522,1884.58337402344,63.8333358764648,224.79167175293,1566.25,50.75,20.75,-32.385278,27.625,15,"[14, 15, 7]",Pachycarpus reflectens,Pachycarpus reflectens,Species,Pachycarpus reflectens,100250-1
32,100256-1,16.990749359130902,314.2763671875,20.4196243286133,12.283625125884999,876.462738037109,73.00449752807614,429.3776245117185,45.6441249847412,1127.504150390625,1117.9912719726549,3.69413983821869,1655.44787597656,56.875,209.625,1857.0,53.125,21.3125,-26.625,30.7443055,12,"[12, 14, 11]",Pachycarpus scaber,Pachycarpus scaber,Species,Pachycarpus scaber,100256-1
33,100257-1,17.5615005493164,390.072235107422,21.6662502288818,12.0024995803833,676.200744628906,80.2212524414062,343.654998779297,17.6862506866455,1444.17456054688,1375.10498046875,1.37503123283386,1190.80004882812,60.4814796447754,150.533325195312,1883.0,36.6153831481934,17.625,-25.831846,28.202892,12,"[11, 12, 6, 7]",Pachycarpus schinzianus,Pachycarpus schinzianus,Species,Pachycarpus schinzianus,100257-1
34,100273-1,16.5557498931885,385.863250732422,20.6420001983643,10.7742500305176,697.3125,79.6892471313477,350.095764160156,18.3365001678467,1511.03601074219,1521.11254882812,1.2513473033905,1200.96301269531,60.2000007629395,152.481475830078,1896.5,36.8888893127441,17.75,-26.052923,28.125,12,"[12, 11, 6, 7]",Parapodium costatum,Parapodium costatum,Species,Parapodium costatum,100273-1
35,100326-1,26.70499992370605,105.32362747192386,27.92549991607665,25.27225017547605,1881.116821289065,81.82687377929685,964.902893066404,70.59999847412121,34.19806098937987,42.2200002670288,1.494993448257445,2222.1387939453098,57.91666793823239,339.0925903320315,5423.5,50.2083339691162,23.375,10.983558500000001,106.5910015,3,"[3, 0]",Pentatropis pierrei,Pentatropis pierrei,Species,Pentatropis pierrei,100326-1
36,1003276-1,8.52575016021729,333.5625,12.40625,3.88024997711182,2266.53540039062,13.4007501602173,664.166015625,437.597747802734,703.601135253906,748.489990234375,8.62724781036377,5503.375,52.1794853210449,1498.84448242188,566.25,123.733329772949,30.0,-43.1684,171.35,15,"[15, 16, 29]",Coprosma decurva,Coprosma decurva,Species,Coprosma decurva,1003276-1
37,100332-1,22.901374816894553,225.808502197266,24.5727500915527,20.7059993743896,1384.27624511719,99.1110000610352,852.300231933594,35.5462493896484,295.745147705078,413.408752441406,1.23559057712555,1645.45837402344,61.15625,220.75,4945.125,44.375,18.6875,-19.042917,46.61625,3,"[6, 11, 3, 15, 12, 14, 2, 1, 0]",Pentopetia androsaemifolia,Pentopetia androsaemifolia,Species,Pentopetia androsaemifolia,100332-1
38,100336-1,18.7625007629395,247.225494384766,21.57200050354,15.3707504272461,1998.99145507812,75.109748840332,1100.93896484375,158.631256103516,949.213317871094,948.650024414062,1.69420754909515,2424.35424804688,51.4166679382324,343.8125,2141.0,72.5625,22.6875,-18.84194,48.286667,14,"[14, 12, 11]",Pentopetia cotoneaster,Pentopetia cotoneaster,Species,Pentopetia cotoneaster,100336-1
39,100338-1,25.2299995422363,127.311996459961,26.6315002441406,23.2912502288818,1456.47155761719,120.447250366211,1039.85852050781,21.6944999694824,189.14404296875,123.519996643066,1.15411674976349,1876.60412597656,60.1458320617676,257.104156494141,6305.75,45.25,15.0,-16.33333,46.85,3,"[3, 6, 11]",Pentopetia elastica,Pentopetia elastica,Species,Pentopetia elastica,100338-1
40,100371-1,26.301374435424847,144.82087707519548,27.8990001678467,24.28437519073485,1102.01403808594,74.13574981689456,511.815002441406,41.61224937438965,265.293640136719,256.069999694824,0.5993453562259675,1440.928588867185,62.0,195.20832824707,10468.5,37.21875,18.625,6.8831665,3.1596575,3,"[6, 3, 4, 11, 0, 7, 2, 12, 14, 5, 15, 1, 9]",Pergularia daemia,Pergularia daemia,Species,Pergularia daemia,100371-1
41,1003803-1,17.5022506713867,107.735252380371,19.0450000762939,16.493749618530302,1900.44494628906,84.10587310791016,1051.06945800781,57.5838737487793,1575.44592285156,1686.86755371094,7.17426013946533,3682.47924804688,58.375,368.78125,990.25,66.375,27.25,16.200558,-96.2569445,12,"[3, 12, 15, 11, 2, 4, 1, 7, 14]",Vallesia aurantiaca,Vallesia aurantiaca,Species,Vallesia aurantiaca,1003803-1
42,1004120-1,16.0979995727539,24.6175003051758,16.441499710083,15.7157497406006,3488.23510742188,29.6472492218018,1113.05944824219,543.736022949219,1941.8310546875,2109.11499023438,8.49020004272461,5130.75,51.6666679382324,800.229187011719,994.75,103.4375,29.25,5.966667,-75.895556,15,"[1, 15, 3]",Cinchona antioquiae,Cinchona antioquiae,Species,Cinchona antioquiae,1004120-1
43,100417-1,15.3135004043579,353.06298828125,19.1777496337891,10.6029996871948,799.522766113281,66.3759994506836,373.394989013672,44.9804992675781,1424.14123535156,1455.32751464844,2.6078827381134,1808.52380371094,59.0833320617676,208.29167175293,1905.25,55.3125,21.375,-29.373145,29.173667,12,"[12, 15, 11, 14, 7]",Periglossum angustifolium,Periglossum angustifolium,Species,Periglossum angustifolium,100417-1
44,1004198-1,20.4547500610352,132.758499145508,22.3252506256104,19.1597499847412,1179.11450195312,96.6002502441406,697.755249023438,2.4447500705719,1446.86145019531,1428.83996582031,1.42494535446167,1007.60412597656,54.5,142.5,5070.75,33.75,17.1875,-10.765277,26.273292,12,"[12, 3]",Stathmostelma spectabile subsp. frommii,Stathmostelma spectabile subsp. frommii,Subspecies,Stathmostelma spectabile,101886-1
45,1004202-1,20.4190006256104,141.845504760742,22.5750007629395,18.8279991149902,554.963745117188,78.5137481689453,283.918762207031,48.3632507324219,1561.97778320312,1571.58752441406,1.37679243087769,1304.95837402344,64.4166641235352,179.875,8517.25,45.5,22.25,4.98,38.22,6,[6],Stathmostelma diversifolium,Stathmostelma diversifolium,Species,Stathmostelma diversifolium,1004202-1
46,100428-1,21.25,617.1197509765625,28.1650009155273,13.2915000915527,493.657745361328,85.4318733215332,321.673004150391,8.09224987030029,446.927978515625,449.823760986328,4.45543384552002,1601.66662597656,77.7722244262695,192.35417175293,1694.0,36.0,21.8125,32.279153,56.27625,6,"[4, 0, 8, 14, 11, 7, 6, 5, 18]",Periploca aphylla,Periploca aphylla,Species,Periploca aphylla,100428-1
47,1004321-1,23.9537506103516,217.456756591797,26.2325000762939,20.755500793457,2784.78564453125,68.4182510375977,1375.53674316406,232.437255859375,451.795013427734,384.304992675781,7.86080121994019,3337.1875,53.8333320617676,393.895843505859,246.5,69.4375,25.875,17.702778,-96.305556,1,[1],Arachnothryx ginetteae,Arachnothryx ginetteae,Species,Arachnothryx ginetteae,1004321-1
48,1004322-1,20.513500213623,113.706748962402,21.7705001831055,18.8247509002686,1763.80480957031,103.85375213623,1073.08996582031,35.2232513427734,1814.3628540039049,1322.52746582031,9.373934268951416,4968.729248046875,54.5625,356.70832824707054,907.75,59.375,26.4375,17.416667,-100.191092,3,"[3, 7]",Arachnothryx guerrerensis,Arachnothryx guerrerensis,Species,Arachnothryx guerrerensis,1004322-1
49,1004323-1,17.7175006866455,152.504745483398,19.5717506408691,15.5282497406006,1492.58776855469,108.348999023438,1010.20751953125,28.3994998931885,1539.79772949219,1612.87255859375,9.11539745330811,2900.4375,58.5208320617676,255.16667175293,194.25,51.5625,26.6875,19.591667,-104.268056,12,"[3, 12]",Arachnothryx manantlanensis,Arachnothryx manantlanensis,Species,Arachnothryx manantlanensis,1004323-1
50,1004324-1,21.910249710083,63.4580001831055,22.6977500915527,21.0647506713867,3342.72021484375,62.2099990844727,1393.37854003906,194.707504272461,640.188354492188,715.83251953125,7.28654146194458,4787.77099609375,55.9583320617676,449.916656494141,4426.0,72.9375,26.25,10.6105555,-84.91999999999999,2,"[2, 1, 15, 3]",Arachnothryx monteverdensis,Arachnothryx monteverdensis,Species,Arachnothryx monteverdensis,1004324-1
51,1004326-1,16.1280002593994,182.198257446289,18.0394992828369,13.4604997634888,3011.4541015625,68.3862533569336,1478.19274902344,224.03125,1135.2548828125,1797.24755859375,12.1793918609619,3337.1875,53.8333320617676,393.895843505859,246.5,69.4375,25.875,17.616667,-96.366052,12,"[3, 12]",Arachnothryx purpurea,Arachnothryx purpurea,Species,Arachnothryx purpurea,1004326-1
52,1004332-1,16.8617496490479,107.055252075195,18.1862506866455,15.4037504196167,1291.34545898438,91.3877487182617,707.440979003906,21.8910007476807,1504.814453125,1876.22998046875,6.41664934158325,2836.79174804688,59.875,302.708343505859,977.75,59.25,25.0625,16.183,-96.817,12,[12],Rogiera macdougallii,Rogiera macdougallii,Species,Rogiera macdougallii,1004332-1
53,1004352-1,22.7047500610352,243.84700012207,25.3309993743896,18.9432506561279,2053.34423828125,79.9497528076172,1193.18298339844,123.337753295898,346.423828125,354.880004882812,3.21631979942322,2073.86108398438,54.125,344.333343505859,1947.75,60.6875,21.75,-17.081798,145.609821,3,"[2, 3, 1, 11, 14, 4, 0]",Antirhea tenuiflora,Stenostomum urbanianum,Species,Stenostomum urbanianum,1004352-1
54,1004357-1,22.1487503051758,227.196746826172,24.507999420166,18.8470001220703,1517.29272460938,81.0695037841797,783.409484863281,100.678001403809,607.196655273438,590.094970703125,2.69000887870789,1738.33337402344,62.8541679382324,255.16667175293,230.25,55.4375,26.375,19.320953,-96.73750000000001,3,"[3, 14]",Stenostomum aromaticum,Stenostomum aromaticum,Species,Stenostomum aromaticum,1004357-1
55,1004425-1,22.0354995727539,152.593994140625,23.5322494506836,19.607250213623,791.828979492188,76.1709976196289,384.122985839844,32.0902481079102,778.437683105469,813.387512207031,2.84616899490356,1537.35412597656,59.9166679382324,185.83332824707,2922.5,42.125,18.5625,-12.531944,-41.75944,3,"[3, 12, 6, 1, 15]",Blepharodon manicatum,Blepharodon manicatum,Species,Blepharodon manicatum,1004425-1
56,1004515-2,25.9634990692139,210.057006835938,28.5865001678467,22.3024997711182,694.965026855469,99.8734970092773,386.321502685547,6.02124977111816,355.002777099609,355.277496337891,0.529838442802429,1042.08337402344,69.4166641235352,113.69791793823251,9833.0,28.0625,17.1875,11.15878,33.257833,3,"[4, 3, 6, 11, 0, 2, 5, 7, 8, 12, 1, 14, 15, 29, 18, 19]",Calotropis procera,Calotropis procera,Species,Calotropis procera,1004515-2
57,1004515-2,25.9634990692139,210.057006835938,28.5865001678467,22.3024997711182,694.965026855469,99.8734970092773,386.321502685547,6.02124977111816,355.002777099609,355.277496337891,0.529838442802429,1042.08337402344,69.4166641235352,113.69791793823251,9833.0,28.0625,17.1875,11.15878,33.257833,3,"[4, 3, 6, 11, 0, 2, 5, 7, 8, 12, 1, 14, 15, 29, 18, 19]",Calotropis procera subsp. hamiltonii,Calotropis procera,Species,Calotropis procera,1004515-2
58,100459-1,14.3409996032715,642.167236328125,22.8190002441406,6.46374988555908,882.374755859375,39.2644996643066,363.421264648438,119.286247253418,77.6897506713867,93.7050018310547,2.1958966255188,3702.77783203125,67.7777786254883,485.0,2041.125,69.3333358764648,24.4375,43.629029,27.236813,8,"[0, 25, 14, 15, 8, 26, 7, 29, 18]",Periploca graeca,Periploca graeca,Species,Periploca graeca,100459-1
59,100463-1,6.64987516403198,810.3653869628905,17.11487483978275,-4.70324993133545,1657.32562255859,44.68549919128415,653.990234375,192.05024719238298,2360.54443359375,2499.7037353515652,14.75749588012695,3194.74584960937,63.8125,450.23750305175804,1470.375,58.25,24.875,34.725,73.00999999999999,26,"[26, 8, 18, 14, 11]",Periploca hydaspidis,Periploca hydaspidis,Species,Periploca hydaspidis,100463-1
60,1004633-1,23.7520008087158,106.468002319336,24.7002506256104,22.1520004272461,2914.86596679688,91.4207534790039,1688.56701660156,68.5042495727539,217.332412719727,282.404998779297,4.83238744735718,2510.41674804688,57.3333320617676,492.020843505859,3652.0,67.25,20.5625,-14.06666,48.29361,3,"[3, 14]",Calyptranthera gautieri,Calyptranthera gautieri,Species,Calyptranthera gautieri,1004633-1
61,1004645-1,16.6492500305176,466.041748046875,22.9440002441406,11.2784996032715,595.68798828125,48.7535018920898,250.142242431641,59.6764984130859,6.01108026504517,12.6975002288818,0.719713926315308,3585.0,66.3333358764648,744.333312988281,985.5,62.0,24.0,43.0,9.45,8,"[0, 8]",Galium caprarium,Galium caprarium,Species,Galium caprarium,1004645-1
62,1004746-2,20.3377494812012,50.3362503051758,20.9055004119873,19.5872497558594,3649.71020507812,54.4367485046387,1424.50927734375,279.646240234375,1080.15234375,1114.2099609375,6.4470591545105,4311.91650390625,53.1041679382324,495.854156494141,2243.5,71.75,28.3125,8.95,-82.819444,2,"[1, 2, 3, 15, 29, 9, 12]",Notopleura tolimensis,Notopleura tolimensis,Species,Notopleura tolimensis,1004746-2
63,1004792-1,20.9067497253418,388.778503417969,24.9220008850098,15.3909997940063,436.4794921875,84.3092498779297,245.400497436523,11.5072498321533,1143.97778320312,1135.91247558594,0.66782820224762,709.520812988281,72.2083358764648,69.9333343505859,1684.5,22.5625,12.5625,-24.125,24.375,6,"[6, 4, 11, 7, 14, 5, 3, 12]",Fockea angustifolia,Fockea angustifolia,Species,Fockea angustifolia,1004792-1
64,100502-1,11.24287462234495,931.709747314453,22.75,-1.38662499189377,626.2098693847655,88.53012466430664,395.52888488769554,19.87012577056885,854.5581665039065,902.532501220703,3.275694847106935,1730.5138549804701,73.2307662963867,196.40000152587902,1789.25,43.2916660308838,21.4375,35.5249735,111.17479,21,"[21, 14, 22, 11, 7, 29, 23, 12]",Periploca sepium,Periploca sepium,Species,Periploca sepium,100502-1
65,100514-1,24.8759994506836,200.334243774414,27.4589996337891,21.5237503051758,225.594253540039,73.5920028686523,129.300994873047,10.7307500839233,457.858734130859,513.182495117188,4.25908708572388,1927.5,78.6875,164.785720825195,6508.0,27.3333339691162,15.375,14.815,51.97067,4,"[4, 0, 6, 12, 5]",Periploca visciformis,Periploca visciformis,Species,Periploca visciformis,100514-1
66,100519-1,25.1235008239746,133.621002197266,26.6200008392334,23.232250213623,1173.49377441406,99.1110000610352,763.824523925781,61.3047485351562,54.85595703125,18.1324996948242,0.502692222595215,1583.596313476565,59.3809509277344,229.714294433594,8071.75,42.2395839691162,17.0625,-13.078611,49.390278,3,"[0, 3, 6, 1]",Pervillaea tomentosa,Pervillaea tomentosa,Species,Pervillaea tomentosa,100519-1
